id,name,signature
Q23,George Washington,George Washington signature.svg
Q207,George W. Bush,GeorgeWBush Signature.png
Q326,Eduardo Frei Ruiz-Tagle,Firma Frei Ruiz-Tagle.png
Q368,Augusto Pinochet,Signature of Augusto Pinochet.svg
Q475,Eduardo Frei Montalva,Firma Frei Montalva.svg
Q501,Charles Baudelaire,Baudelaire signatur .svg
Q815,Gabriel Gonzáles Videla,Firma G. Gonzalez Videla.jpg
Q873,Meryl Streep,Meryl Streep Signature.svg
Q905,Franz Kafka,Franz Kafka's signature.svg
Q909,Jorge Luis Borges.,Jorge Luis Borges firma.svg
Q926,Roald Amundsen,Roald Amundsen signature.jpg
Q937,Albert Einstein,Albert Einstein signature 1934.svg
Q946,Donald Tusk,Donald Tusk - signature.PNG
Q1058,Narendra Modi,Signature of Narendra Modi (Hindi).svg
Q1124,Bill Clinton,Bill Clinton signature2.png
Q1149,Indira Gandhi,Indira-Gandhi-Signature-Transparent.png
Q1228,Oscar Luigi Scalfaro,Signature of Oscar Luigi Scalfaro.png
Q1253,Ban Ki-moon,Ban Ki Moon Signature.svg
Q1254,Kofi Annan,Kofi Annan signature.svg
Q1257,Boutros Boutros-Ghali,Signature of Boutros Boutros-Ghali.svg
Q1320,Jorge Montt,Firma Jorge Montt.png
Q1339,Johann Sebastian Bach,Johann Sebastian Bach signature.svg
Q1463,Ferdinand Marcos,Marcos Sig.svg
Q1464,Benigno Aquino III,Nonoy Aquino Signature.svg
Q1500,José Rizal,Jose rizal signature.svg
Q1503,Manuel Quezon,Manuel Quezon Signature.svg
Q1511,Richard Wagner,Richard Wagner Signature.svg
Q2105,Jacques Chirac,Jacques Chirac Signature.svg
Q2492,Konrad Adenauer,Konrad Adenauer signature transparent.png
Q2494,Benedict XVI,Pope Benedict XVI Signature.svg
Q2496,Ludwig Erhard,Ludwig Erhard signature.JPG
Q2518,Helmut Kohl,Helmut Kohl Signature.svg
Q2538,Joachim Gauck,Joachim Gaucks signature.svg
Q2573,Gustav Heinemann,Signatur Gustav Heinemann.jpg
Q2667,Paul von Hindenburg,Paul von Hindenburg signature.svg
Q2677,Wilhelm II,"Wilhelm II, German Emperor Signature-.svg"
Q3271,Todd Russell Platts,Todd Platts-signature.svg
Q4029,Tara Strong,Tara Strong signature.svg
Q4496,Mitt Romney,Mitt Romney Signature.svg
Q4985,Herman Melville,Herman Melville signature.svg
Q5383,David Bowie,David Bowie signature.svg
Q5586,Katsushika Hokusai,Signature of Katsushika Hokusai.png
Q5673,Hans Christian Andersen,Hans Christian Andersen Signature.svg
Q5816,Mao Zedong,Mao Zedong signature.svg
Q6279,Joe Biden,Joe Biden signature.svg
Q6512,Søren Kierkegaard,Kierkegaard sig.png
Q6527,Jean-Jacques Rousseau,Jean-Jacques Rousseau Signature.svg
Q6733,Edward Teller,Edward Teller signature.svg
Q7197,Simone de Beauvoir,Simone de Beauvoir (signature).jpg
Q7243,Leo Tolstoy,Leo Tolstoy signature.svg
Q7317,Giuseppe Verdi,Giuseppe Verdi signature.svg
Q7321,Jacques Cartier,Jacques Cartier Signature.svg
Q7546,Ingmar Bergman,Ingmar Bergman Signature.png
Q7728,Grazia Deledda,Grazia Deledda signature.jpg
Q7810,Homer Simpson,Homer Simpson signature.svg
Q8016,Winston Churchill,Winston Churchill signature.svg
Q8479,Peter the Great,Peter the Great Signature.svg
Q8814,Augustin Louis Cauchy,Signature d'Augustin Louis Cauchy.svg
Q9353,John Locke,John Locke Signature.svg
Q9440,Paolo Veronese,Veronese autograph.png
Q9513,A. P. J. Abdul Kalam,Abdul kalam autograph.jpg
Q9535,Shah Rukh Khan,ShahRukh Khan Sgnature transparent.png
Q9554,Martin Luther,Martin Luther Signature.svg
Q9575,Harivansh Rai Bachchan,HarivanshRaiBachchan Autograph Hindi&Urdu.jpg
Q9588,Richard Nixon,Richard Nixon Signature.svg
Q9671,Michael Schumacher,Michael Schumacher Signature.svg
Q10873,Leo von Caprivi,Caprivi Signature.svg
Q11607,"Jon Huntsman, Jr.",Jon M Huntsman Jr Signature.svg
Q11674,David Paterson,David A Paterson Signature.jpg
Q11675,Eliot Spitzer,Eliot Spitzer Signature.svg
Q11812,Thomas Jefferson,ThomasJeffersonSignature.png
Q11815,James Monroe,James Monroe Signature.png
Q11820,Martin Van Buren,Martin Van Buren Signature.png
Q11860,Silvio Berlusconi,Silvio Berlusconi Signature.svg
Q11881,John Tyler,John Tyler Signature.svg
Q11891,James K. Polk,James Polk Signature.png
Q12325,James Buchanan,James Buchanan Signature.png
Q12860,Ferdinand II of Aragon,Fernando firma.jpg
Q14277,William Herschel,William Herschel Signature.svg
Q15189,Paul I of Russia,Paul I signature.svg
Q16381,Virchand Gandhi,Virchand Gandhi Sign.svg
Q16455,John Rhys-Davies,JohnRhysDavies.png
Q16867,Edgar Allan Poe,Edgar Allan Poe Signature.svg
Q17135,Soong May-ling,May-ling Soong Chiang Signature.svg
Q19837,Steve Jobs,Steve Jobs signature.svg
Q19943,Juan Carlos I,Juan Carlos I of Spain Signature.svg
Q20882,Gustave Eiffel,Gustave Eiffel signature.svg
Q22290,Olympia Snowe,Olympia Snowe Signature.svg
Q23358,Stanley Bruce,Bruce Signature.svg
Q23685,Jimmy Carter,JimmyCarterSignature commons.png
Q24015,Steve Bullock,Bullock sig.png
Q24829,Orson Welles,Orson Welles signature.svg
Q25973,Hermann Hesse,Hesse Signature.svg
Q26876,Taylor Swift,Taylor Swift logo.svg
Q26879,Melvil Dewey,Melvil Dewey Signature.svg
Q27913,Friedrich Paulsen,Paulsen.signatur.1909.jpg
Q28085,Adolf Eichmann,Adolf Eichmann (signature).svg
Q29050,Mohammad Hatta,Mohammad Hatta signature.svg
Q30449,Avril Lavigne,Avril Lavigne's signature.png
Q30487,Mikhail Gorbachev,Mikhail Gorbachev Signature.svg
Q32024,Sergey Shoygu,"Sergey Shoygu, signature.svg"
Q33391,Leon Trotsky,Leon Trotsky Signature.svg
Q33760,Bertrand Russell,Bertrand Russell signature.svg
Q33866,Theodore Roosevelt,Theodore Roosevelt Signature-2.svg
Q33977,Jules Verne,Firma de Julio Verne.svg
Q34286,Alexander Graham Bell,Alexander Graham Bell (signature).svg
Q34448,Mahmoud Ahmadinejad,Mahmoud Ahmadinejad signature.svg
Q34670,Albert Camus,Albert Camus Signature.jpg
Q34969,Benjamin Franklin,Benjamin Franklin Signature.svg
Q35171,Grover Cleveland,GroverCleveland Signature.png
Q35678,Benjamin Harrison,Benjamin Harrison Signature-2.svg
Q36174,Charles II of Spain,Firma del Rey Carlos II.svg
Q36215,Mark Zuckerberg,Mark Zuckerberg (signature).jpg
Q36661,Henrik Ibsen,Henrik Ibsen's signature.png
Q36760,David IV of Georgia,David IV signature.svg
Q37064,Alexander Fleming,Alexander Fleming signature.svg
Q37103,Florence Nightingale,Florence Nightingale Signature.svg
Q37193,Robert Koch,Robert Koch signature.svg
Q37615,Luciano Pavarotti,Luciano Pavarotti Signature.svg
Q38203,Helen Keller,Helen keller signature.svg
Q38573,Walter Jens,"Walter Jens, Signatur in Zur Antike (1978).jpg"
Q39168,"Harold Alexander, 1st Earl Alexander of Tunis","Harold Alexander, 1st Earl Alexander of Tunis Signature.svg"
Q39212,John Steinbeck,John Steinbeck signature.svg
Q39593,Butch Otter,Butch Otter Signature.svg
Q39978,Nostradamus,Signature of Nostradamus.jpg
Q40599,Édouard Manet,"Manet, Edouard 05 1832-1883 Signature.jpg"
Q40649,Cristina Fernández de Kirchner,CF SIGNATURE.svg
Q40722,Dilma Rousseff,Signature of Dilma Rousseff.svg
Q40933,Eva Perón,Firma de Evita.jpg
Q41284,John Dalton,John Dalton Signature c1827.svg
Q41406,Edvard Munch,"Edvard Munch, signature.svg"
Q41513,William Blake,William Blake signature.svg
Q41563,Julia Gillard,Julia Gillard Signature.svg
Q41921,Rosa Parks,Rosa Parks Signature.svg
Q42156,Henri Bergson,LeagueOfNations HenriBergson.JPG
Q42786,Audrey Hepburn,Audrey Hepburn signature.svg
Q42869,Nicolas Cage,CageAutograph.jpg
Q43033,Desmond Tutu,Desmond Tutu Signature.svg
Q43135,Kevin Rudd,Kevin Rudd Signature 2.svg
Q43522,Antonie van Leeuwenhoek,Antonie van Leeuwenhoek Signature.svg
Q43527,Sitting Bull,Sitting Bull Signature.svg
Q43715,Vlad Tepes,Wladislaus Dragwlya.JPG
Q43720,Pius IX,Pius IX Signature.jpg
Q43739,Pius X,PiusX.png
Q43922,Leo XIII,Autograph-LeonXIII.png
Q43977,Jan Hus,Jan Hus podpis.JPG
Q44039,Ludwig II of Bavaria,Ludwig II; Autograph.jpg
Q44205,Helmuth von Moltke the Elder,Die Gartenlaube (1871) b 064 1.jpg
Q44616,Wyatt Earp,Wyatt Earp signature.svg
Q44652,Christian Morgenstern,Morgenstern Signature.gif
Q44741,Francisco Pizarro,Pizarro-Signature.png
Q44752,Angelo Sodano,Signature of Angelo Sodano.svg
Q44972,Peter Altenberg,Peter Altenberg (signature).gif
Q45258,Alfred Kolleritsch,"Widmung Alfred Kolleritsch, Dezember 1992.jpg"
Q45765,Jack London,Jack London Signature.svg
Q46633,Charles Babbage,Charles Babbage Signature.svg
Q46830,Robert Hooke,Robert Hooke Signature.png
Q47243,Elfriede Jelinek,Elfriede Jelinek Autograph.jpg
Q48259,Dick Cheney,Dick Cheney signature.jpg
Q49214,Dan Quayle,Dan Quayle signature.svg
Q49216,Walter Mondale,Walter Mondale Signature.svg
Q49744,Victor Horta,Signature Victor Horta 1900.svg
Q49936,Yoshihisa Inoue,Inoue-Yosihisa signature.png
Q50825,Stan Ridgway,Stan Ridgway signature.png
Q50926,Zita of Bourbon-Parma,Zita of Bourbon-Parma signature.svg
Q51330,John Howard,John Howard Signature.svg
Q51753,Elias Boudinot,Elias Boudinot Signature.svg
Q52183,Sheikh Hasina,Sheikh hasina signature.png
Q52920,Fredrik Reinfeldt,Fredrik Reinfeldt signatureRT.svg
Q52927,Charles XIV John of Sweden,"Autograf, Carl Johan, Nordisk familjebok.png"
Q52944,John III of Sweden,John III of Sweden signature.jpg
Q53169,Peja,Pejasignature.png
Q53444,Frederick Augustus I of Saxony,Autograph of Frederick Augustus I of Saxony.PNG
Q53454,John III Sobieski,Signature of John III of Poland.PNG
Q54054,Władysław IV Vasa,Vladislaus Rex.PNG
Q54056,Sigismund I the Old,Autograph-ZygmuntStary.png
Q54386,"Infanta Elena, Duchess of Lugo","Signature of Infanta Elena, Duchess of Lugo.jpg"
Q55215,Alejandro González Iñárritu,Alejandro Gonzalez Innaritu Signature.svg
Q55266,"Jean-Baptiste Le Moyne, Sieur de Bienville",Bienville Signature.svg
Q57073,Daniel Gabriel Fahrenheit,Daniel Gabriel Fahrenheit Signature.svg
Q57109,Josef Mengele,Josef Mengele Signature.svg
Q57187,Stefan George,Leztwillige Verfuegung George.jpg
Q57261,Georgi Parvanov,Signature of Georgi Parvanov.png
Q57321,Laura Chinchilla,Presidenta Laura Chinchilla firma.jpg
Q57336,Ali Khamenei,Khamenei signature.png
Q57386,Kurt Tucholsky,Kurt Tucholsky Signature.svg
Q57421,Tsakhiagiin Elbegdorj,Signature of Tsakhiagiin Elbegdorj.svg
Q57429,Danilo Medina,Firma-Danilo-Medina.svg
Q57519,Taur Matan Ruak,Taur Matan Ruak signature.jpg
Q57620,Lawrence Gonzi,Lawrence Gonzi Signature 2.svg
Q57640,Andrus Ansip,Accession Treaty 2011 Andrus Ansip signature.svg
Q57661,Jean-Claude Juncker,Jean-Claude Juncker signature.svg
Q57670,Yingluck Shinawatra,Yingluck Shinawatra's Hand.jpg
Q57838,Wu Den-yih,Wu Den-yih signature 20131130.jpg
Q58211,Yang Jiechi,Yang Jiechi sign.jpg
Q58799,Wolfgang Borchert,Wolfgang Borchert Signature.jpg
Q58978,Max Born,Max Born signature.svg
Q60040,Hernando de Soto,Hernando de Soto Signature.svg
Q60045,Albert Speer,Albert Speer Signature.svg
Q60093,Konrad Zuse,Signatur von Konrad Zuse.svg
Q60809,Ansel Adams,Ansel Adams autograph.svg
Q61064,Wassily Kandinsky,Kandinsky autograph.png
Q61199,Reiner Kunze,Reiner Kunze Signature.jpg
Q61351,Frederica of Hanover,Frederika of Hannover signature.svg
Q61408,Walter Kempowski,Kempowski signatur.JPG
Q61601,Georg Heym,Heym Signature.gif
Q62012,Ernst Barkmann,Barkmanna.JPG
Q62258,John Henry Mackay,Mackay 1898.jpg
Q62379,Ferdinand Zirkel,Ferdinand Zirkel 1838-1912 signature.jpg
Q62837,Caspar Friedrich Wolff,Signature of Wolf C F.svg
Q62941,Walter Oesau,Signatur Walter Oesau.png
Q63548,Jesse of Kartli,King Jesse's Signature.svg
Q64049,Friedrich Tiedemann,Signature of Friedrich Tiedemann.png
Q65146,Anne Henriette of Bavaria,Signature of Anne Henriette of Bavaria at her own marriage in 1663.png
Q69149,Paul Melchers,Kardinal Melcher signature.jpg
Q69319,John Kasich,John-kasich-signature.png
Q70536,Walter Model,Model Untrerschrift.jpg
Q70988,Ludwig Achim von Arnim,Ludwig Achim von Arnim (signature).gif
Q71029,Hermann Weyl,Hermann Weyl signature.jpg
Q71032,Robert Bosch,Robert Bosch signature.svg
Q72292,Fridtjof Nansen,Fridtjof Nansen (signature).svg
Q72378,Friedrich Accum,Autograph Friedrich Accum.jpg
Q72653,Danielle Steel,Danielle Steel signature.svg
Q72911,Oliver Hardy,Oliver Hardy signature.svg
Q74501,Maria Cavaco Silva,SignatureMariaCavacoSilva.png
Q74864,Ignát Herrmann,Ignat Herrmann - podpis.png
Q75560,Pierre Louis Dumesnil,Signature Pierre-Louis.jpg
Q75649,Ulrich Peltzer,Ulrich-peltzer-ffm-001.jpg
Q75849,Alfred Rosenberg,Alfred Rosenberg signature.svg
Q75854,Georg Philipp Telemann,Telemann Signature.png
Q75866,Rudolf Hess,Rudolf Hess Signature.svg
Q76167,Abdurrahman Wahid,Signature of Abdurrahman Wahid.svg
Q76231,Rudolf Bamler,Unterschrift Rudolf Bamler.jpg
Q76422,Ludwig Feuerbach,Feuerbach sig.svg
Q76431,Johann Gottfried Galle,Johann Gottfried Galle Signature.svg
Q76483,Rainer Maria Rilke,Rilke Signature.gif
Q76520,August Bebel,SignaturAugustBebel.jpg
Q76555,Joseph II,"Signature of Joseph II, Holy Roman Emperor.jpg"
Q76632,Theodor Fontane,SignaturFontane.jpg
Q76658,Frank-Walter Steinmeier,Signature f.-w. steinmeier.gif
Q76716,Karl Lagerfeld,Signature Karl Lagerfeld.jpg
Q76725,Max Stirner,Stirner Signature.jpg
Q76771,Richard Abegg,Richard Abegg singature.svg
Q76820,Carl Zuckmayer,Titelblatt Die Fastnachtsbeichte.jpg
Q77025,Roman Lob,RoLob.png
Q77475,Ludwig Ganghofer,1908 Sig Ludwig Ganghofer.jpg
Q78490,Thomas Klestil,Thomas Klestil Signature.svg
Q78510,Walter Kohn,Walter Kohn Autograph.jpg
Q78514,Franz Werfel,Franz Werfel (signature).jpg
Q79001,Count Karl Ferdinand von Buol,Karl Ferdinand Graf von Buol-Schauenstein signature 2.svg
Q79025,Walter Scott,Sir Walter Scott Signature.jpg
Q79034,Ernst von Hesse-Wartegg,Hesse-Wartegg Signatur.png
Q79759,John Milton,John Milton signature.svg
Q79822,Adam Mickiewicz,Autograph-AdamMickiewicz.png
Q79904,J. D. Salinger,Jd salinger signature.png
Q80048,Al Capone,Al Capone Signature.svg
Q80135,Dmitri Shostakovich,Shostakovich signature.svg
Q80596,Arthur Miller,Arthur Miller signature.svg
Q81438,Walt Whitman,Walt Whitman signature.svg
Q81447,Aldous Huxley,Aldous Huxley signature.svg
Q82445,Henri de Toulouse-Lautrec,Toulouse-Lautrec monogram.svg
Q82840,Hugo Alvar Henrik Aalto,Aaltofirma.jpg
Q82925,Joseph Conrad,Joseph Conrad signatue 1925.svg
Q83309,Johann Strauss II,Johann Strauss II signature.jpg
Q83312,"Choekyi Gyaltsen, 10th Panchen Lama",Chop of Panchen Lama.JPG
Q83359,James Dean,Firma de James Dean.svg
Q83396,Eleanor Roosevelt,Eleanor Roosevelt Signature-.svg
Q84296,Ludwig Boltzmann,Ludwig sig.jpg
Q86633,Josef Felix Pompeckj,Pompeckj Autograph.jpg
Q87048,Paul Maar,Paul Maar Signature.jpg
Q87953,Bruno Granichstaedten,Bruno Granichstaedten Unterschrift.jpg
Q87991,Christine Busta,Christine Busta (signature).jpg
Q88072,Doron Rabinovici,Doron-rabinovici-2010-ffm-001.jpg
Q88281,Wilhelmine von Hillern,Wilhelmine von Hillern Signatur.jpg
Q89156,Johann Weber,Unterschrift Bischof Johann Weber.jpg
Q90092,Gerdago,"Gerdago, Signature.JPG"
Q90147,Mia May,Filmwelt 1922 18 S09 Mia May.jpg
Q90384,Johannes Grenzfurthner,"Johannes Grenzfurthner, signature.jpg"
Q91099,Heinrich Degenkolb,Unterschrift von Karl Heinrich Degenkolb.jpg
Q91518,Rüdiger Nehberg,Ruediger Nehberg Signatur.jpg
Q93227,Nikolai Rimsky-Korsakov,Rimsky-Korsakov Signature.jpg
Q95214,Alexander Mack,Alexander Mack signature.png
Q95613,Michael Hinz,Michael HinzII.jpg
Q96197,Hans Rosenthal,Signatur Hans Rosenthal.svg
Q96261,Murad I,Tughra of Murad I.svg
Q96943,Heinz Kahlau,Signature of Heinz Kahlau.jpg
Q97287,Christabel Bielenberg,Signature of Christabel Bielenberg.jpg
Q97428,Tycho von Wilamowitz-Moellendorff,Tycho von Wilamowitz-Moellendorf - Signatur.jpg
Q97953,Genja Jonas,Genja Jonas Signatur.jpg
Q100529,Rudolf Lenz,Firma Rodolfo Lenz.jpg
Q100531,Habbo Gerhard Lolling,Habbo Gerhard Lolling signature.jpg
Q101168,Georg Christian Dieffenbach,Dieffenbach Unterschrift.jpg
Q102483,Jaroslav Seifert,Signature of Jaroslav Seifert.jpg
Q102527,Robert Falcon Scott,R.F. Scott's signature.svg
Q104154,Urbain Le Verrier,Signature Urbain Le Verrier.svg
Q104859,Michael Collins,Michael Collins Signature.svg
Q106073,Gabriele Wohmann,GabrieleWohmanAutogramm.jpg
Q106275,Juliette Binoche,Juliette Binoche-Autogramm.jpg
Q106795,Albert Ostermaier,Signature Albert Ostermaier.jpg
Q106812,Ivar Aasen,Ivar Aasen signature.jpg
Q107130,Rajesh Khanna,Rajesh-khanna-signature.jpg
Q107969,Matthias Frings,Matthias-frings-2009-ffm-001.jpg
Q108545,Franz Ignaz Pruner,Dr Pruner signature.jpg
Q109463,Richard Mentor Johnson,Richard Mentor Johnson Signature.svg
Q109860,Dagobert I,Souscription de Dagobert Ier.jpg
Q111217,Hinrich Braasch,Hinrich-Braasch-handschriftliche-Widmung-und-Unterschrift-nach-1954.jpg
Q111567,Hermann Stehr,Stehr Signature.png
Q112999,Michael Scharang,Scharang Signature.jpg
Q117018,Vicente Huidobro,Vicente Huidobro.png
Q117096,Ramon Magsaysay,Ramon Magsaysay Signature.svg
Q117370,Vico Torriani,Vico Torriano.jpg
Q117783,Hugo Claus,Hugo Claus sig.png
Q118998,Katharina Zell,Signature de Catherine Zell.jpg
Q119323,Joshua Reed Giddings,Appletons' Giddings Joshua Reed signature.jpg
Q119702,Anne of Great Britain,Firma Reina Ana.svg
Q119984,Friederike Roth,Friederikeroth001.jpg
Q120145,Peter Beil,Peter BeilII.jpg
Q120260,Martin O'Malley,Martin O'Malley Signature.svg
Q120450,Colonel Sanders,Harland Sanders Signature.svg
Q121655,Carmen Miranda,Signature Carmen Miranda.svg
Q122366,Daniel Bernoulli,Daniel Bernoulli Signature.svg
Q122553,Charles II of England,CharlesIISig.svg
Q123177,Nina Petri,Nina-petri-2009-ffm-001.jpg
Q123665,Gloria Macapagal-Arroyo,Arroyo Signature.svg
Q123786,Eduard Imhof,Eduard Imhof Signature.jpg
Q123823,Joseph Deiss,Signature of Joseph Deiss.png
Q123867,Marquis de Sade,Firma-D.A.F.-Sade.png
Q123923,Radovan Karadžić,Radovan Karadzic Signature.svg
Q124038,Peter Bichsel,Peterbichsel01.jpg
Q124617,Georgy Zhukov,Signature of Georgy Zhukov.jpg
Q125515,Henry Draper,Draper Henry signature.png
Q126188,James VII and II,JamesIISig.svg
Q126779,Norbert Scheuer,Norbert-scheuer-2009-ffm-001.jpg
Q127234,Albert A. Michelson,Albert A Michelson Signature.svg
Q127417,Douglas MacArthur,DMacarthur Signature.svg
Q127437,Carl Schurz,Carl Schurz Signature.svg
Q127984,Jean Lorrain,Jean Lorrain signature.svg
Q128529,Paul Martin,Paul Martin Signature redraw.svg
Q128641,R. B. Bennett,RB Bennett Signature.svg
Q128677,Mackenzie Bowell,Sir Mackenzie Bowell Signature.svg
Q128894,Yitzhak Ben-Zvi,Yitzhak Ben-Zvi signature.svg
Q128922,Leonid Chernovetskyi,Leonid Chernovetskyi Signature 2008.png
Q129857,Francis I of France,King Francis I Signature.svg
Q130873,Menachem Begin,Menachem Begin signature.svg
Q131149,Henry David Thoreau,Appletons' Thoreau Henry David signature.jpg
Q131761,Humphy Davy,Davy's signature.png
Q131981,George II of Great Britain,Firma del Rey George II.svg
Q132305,Willem de Kooning,"Signature of Willem de Kooning, 1977.JPG"
Q132964,Vladimir Mayakovsky,Vladimir Mayakovsky signature.svg
Q133009,Gro Harlem Brundtland,Gro Harlem Brundtland Signature.svg
Q133054,Sylvia Plath,Sylvia Plath signature.svg
Q133151,Ozzy Osbourne,Ozzyosborne-autogramm.svg
Q133168,Orhan,Tughra of Orhan.JPG
Q133947,Jiří Dienstbier Jr.,Jiri Dienstbier jr podpis.svg
Q134549,Ted Kennedy,Ted Kennedy Signature 2.svg
Q135702,Edward H. East,Edward-hazzard-east-signature.jpg
Q138048,Park Geun-hye,Park Geun-hye signature.svg
Q140692,Samuel Crompton,Crompton Samuel signature.jpg
Q141829,Lavrentiy Beria,Lavrentiy Beria Signature.svg
Q144391,Mahasweta Devi,Mahasweta Devi signature.png
Q144827,Augusto Pestana,Assinatura ap.jpg
Q145952,Otilio Ulate Blanco,Firma Otilio Ulate Blanco.jpg
Q146691,Alphonse Mucha,Alfons Mucha signature from letter.jpg
Q150652,Wilhelm I of Germany,"Wilhelm I, German Emperor Signature.svg"
Q150726,"Maximilian I, Holy Roman Emperor",Maximilian gA 1497.jpg
Q150851,Colin Powell,Colin Luther Powell Signature.svg
Q151301,Vaira Vīķe-Freiberga,Vaira Vike Freiberga signature.svg
Q151364,Vidkun Quisling,Quisling signature.png
Q151973,Richard Burton,RichardBurton.jpg
Q153008,Zoltán Kodály,Zoltan Kodaly signature.svg
Q153243,Josiah Willard Gibbs,JWgibbs-signature.jpg
Q153469,Krzysztof Penderecki,Penderecki sign.svg
Q153637,Dietrich Buxtehude,Buxtehude Signature.jpg
Q154045,Alexei Nikolaevich,SignatureAlexeyNikolaevich.jpg
Q154460,Christian II of Denmark,"Autograf, Kristian II, Nordisk familjebok.png"
Q154545,Léopold Sédar Senghor,Senghorsig.jpg
Q154782,Adelbert von Chamisso,Chamisso Signature.gif
Q154895,Herbert von Karajan,Herbert von Karajan signature.JPG
Q154936,Arnulf of Carinthia,Arnulf signum 890.png
Q154959,Hugo Grotius,Hugo Grotius signature 1634.svg
Q155127,Axel Oxenstierna,Axel Oxenstierna (signature).png
Q155329,Sergei Witte,Signature of Sergei Witte.jpg
Q155768,"Joseph Lister, 1st Baron Lister",Joseph Lister signature.png
Q155790,Eugene Wigner,Eugene wigner sig.jpg
Q156386,Henri Rousseau,Rousseau Henri autograph cropped.png
Q156491,Bonnie Tyler,Bonnietylersignature.png
Q156502,Emil Hácha,Emil Hacha signature.svg
Q156723,Louise of Mecklenburg-Strelitz,Luise Unterschrift.jpg
Q156774,Pedro II of Brazil,Signature Pedro II.png
Q157052,Taishō,Taisho shomei-svgver.svg
Q157077,Mary of Hungary,Signature Marie de Hongrie.svg
Q157303,Georges Perec,Firma Perec.svg
Q157451,Heydar Aliyev,Signature of Heydar Aliyev.png
Q158148,Grand Duchess Tatiana Nikolaevna of Russia,Signature Tatiana.svg
Q158476,Hugo Gunckel Lüer,Autograf Hugo Gunckel crop.jpg
Q158874,Carlos I of Portugal,Assinatura D. Carlos.svg
Q159585,Boris III of Bulgaria,BASA-3K-15-636-1-Boris III signature.jpg
Q159609,Prince Claus of the Netherlands,Claus von Amsberg Signature.svg
Q159934,Murad III,Tughra of Murad III.JPG
Q160141,Chaim Soutine,Signature of Chaim Soutine.JPG
Q160181,Tim Pawlenty,Tim Pawlenty signature.svg
Q160318,Norodom Sihanouk,Signature of Norodom Sihanouk.svg
Q160847,Hideki Tōjō,Hideki Tojo signature.svg
Q161247,Augusta Victoria of Schleswig-Holstein,Signature of Empress Augusta Victoria.jpg
Q162269,Jefferson Davis,Jefferson Davis Signature.svg
Q162356,Lady Jane Grey,Janegreysig.jpg
Q162819,Catherine of Aragon,Catherine of Aragon Signature.svg
Q163080,Kalākaua,Kalakaua R 1875 signature.svg
Q163286,Hugh Grant,Hugh Grant Signature.png
Q164047,Alexander Pope,Alexander Pope signature.svg
Q164823,Girolamo Savonarola,Girolamo Savonarola Signature.svg
Q164979,Carl Spitzweg,Spitzweg Signatur.png
Q165419,Ivan Mazepa,Ivan Mazepa Signature.svg
Q165557,Robert E. Lee,Robert E Lee Signature.svg
Q165823,Giorgos Seferis,Giorgos-seferis-signature.svg
Q167180,Blanche of Anjou,SignoBlanca.png
Q168542,Adalbert Stifter,Signature of Adalbert Stifter.jpg
Q168769,Mehmed I,Tughra of Mehmed I.JPG
Q170509,Henry James,Henry James signature (1907).png
Q171091,Philip K. Dick,Philip K Dick signature.svg
Q171242,Gleb Uspensky,Gleb Uspensky Signature.png
Q171421,Henry Morton Stanley,Appletons' Stanley Henry Morton signature.png
Q172056,Osman II,Tughra of Osman II.JPG
Q172183,Chaim Weizmann,Chaim Weizmann Signature.svg
Q173417,Joseph Pulitzer,Joseph Pulitzer Signature.svg
Q174037,Henry Cabot Lodge,Appletons' Lodge Giles Henry - Henry Cabot signature.jpg
Q174438,Madeleine Albright,Madeleine Albright Signature.svg
Q175714,Demetrios Palaiologos,Signature of Demetrios Palaiologos.jpg
Q177350,Jacob Dolson Cox,Jacob Dolson Cox signature.png
Q177578,Lelio Sozzini,Lelio Socino firma.jpg
Q177663,Cristino Nicolaides,Firma Cristino Nicolaides.jpg
Q177681,Thomas Hunt Morgan,Thomas Hunt Morgan signature.svg
Q179732,Nathan Deal,Signature of Nathan Deal.svg
Q179777,Harold Urey,Harold Urey signature.svg
Q180334,Nathaniel B. Borden,Nathaniel B. Borden signature.png
Q180383,Helen Clark,Signature Helen Clark.jpg
Q180619,Stephen Jay Gould,SJG Signature.png
Q180932,François Boucher,Boucher autograph.png
Q181727,William Gannaway Brownlow,William-brownlow-signature1.jpg
Q181828,Albert S. Marks,Marks-albert-smith-signature.jpg
Q182043,Matti Vanhanen,Matti Vanhanen Signature 2.svg
Q182452,Gennady Zyuganov,Signature of Gennady Zyuganov.png
Q182509,Johan Rudolph Thorbecke,Thorbecke signature.svg
Q182580,Shirley Temple,Shirley Temple Black autograph.JPG
Q182642,John Glenn,John Glenn Signature.svg
Q182673,Valdis Zatlers,Valda Zatlera paraksts.png
Q182870,Mario Puzo,Mario Puzo signature.svg
Q182882,John James Audubon,Audubon signature.svg
Q183167,G. K. Chesterton,GK Chesterson signature.svg
Q183226,Charles IV of Spain,FirmaCarlosIV.JPG
Q184572,Martin Sheen,Martin Sheen signature.svg
Q184622,Jean Genet,Jean Genet signature.svg
Q184623,Georges Danton,GeorgesDantonSignature.jpg
Q184650,Donald Rumsfeld,Donald Rumsfeld Signature.svg
Q185510,Richard Hakluyt,RichardHakluyt-DiversVoyages-1582-signature.jpg
Q186500,Chang Myon,Chang Myon signature.jpg
Q186652,Gilbert du Motier,Marquis de La Fayette Signature.svg
